nr,chimpanzee,date,session,counterbalance,trial,trial.2,condition,first.evidence,first.evidence.side,second.evidence,second.evidence.side,first.choice,third.evidence,third.evidence.side,"second,choice",belief.revision,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,left,auditory_shaking,left,left,no,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,8,F,filler,blurry_visual,right,NA,NA,right,NA,NA,NA,NA,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
18,nani,27.05.2024,1,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
18,nani,28.05.2024,2,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
19,tumbo,27.05.2024,1,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,1,1,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,2,2,independent,auditory_dropping,right,blurry_visual,left,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,8,F,filler,blurry_visual,right,NA,NA,right,NA,NA,NA,NA,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,left,auditory_shaking,left,right,yes,,,,,,,,,,,,,
19,tumbo,28.05.2024,2,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,1,1,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,2,2,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,right,auditory_dropping,right,right,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,8,F,filler,blurry_visual,right,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
20,baluku,29.05.2024,1,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
20,baluku,30.05.2024,2,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,1,1,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,2,2,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,yes,NA,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,left,auditory_dropping,left,right,yes,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,8,F,filler,blurry_visual,right,NA,NA,left,NA,NA,yes,NA,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
21,rutoto,06.06.2024,1,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
21,rutoto,09.06.2024,2,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,1,1,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,2,2,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
22,minnie,02.06.2024,1,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,left,no,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
22,minnie,03.06.2024,2,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,1,1,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,2,2,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,4,3,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,5,4,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,6,5,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,7,6,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,9,7,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
23,rambo,02.06.2024,1,independent_first_then_dependent,10,8,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,right,yes,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,1,1,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,right,no,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,2,2,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,3,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,4,3,dependent,auditory_shaking,left,blurry_visual,right,right,auditory_shaking,left,left,yes,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,5,4,dependent,auditory_shaking,right,blurry_visual,left,left,auditory_shaking,right,left,no,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,6,5,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,left,yes,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,7,6,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,8,F,filler,blurry_visual,left,NA,NA,left,NA,NA,NA,NA,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,9,7,independent,auditory_dropping,left,blurry_visual,right,right,auditory_dropping,left,right,no,,,,,,,,,,,,,
23,rambo,03.06.2024,2,dependent_first_then_independent,10,8,independent,auditory_dropping,right,blurry_visual,left,left,auditory_dropping,right,right,yes,,,,,,,,,,,,,
